49832,96.25,185,1000
49832,97.25,185,1000
50836,97.25,185,1000
50836,98.25,185,1000
51841,98.25,185,1000
51841,99.25,185,1000
52854,99.25,185,1000
52854,100.5,185,1000
53866,100.5,185,1000
53866,101.5,185,1000
54871,101.5,185,1000
54871,102.5,185,1000
55884,102.5,185,1000
55884,103.5,185,1000
56889,103.5,185,1000
56889,104.5,185,1000
57901,104.5,185,1000
57901,105.75,185,1000
58906,105.75,185,1000
58906,106.5,185,1000
59919,106.5,185,1000
59919,107.75,185,1000
60932,107.75,185,1000
60932,108.75,185,1000
61936,108.75,185,1000
61936,109.75,185,1000
62949,109.75,185,1000
62949,110.75,185,1000
63954,110.75,185,1000
63954,111.75,185,1000
64967,111.75,185,1000
64967,112.75,185,1000
65971,112.75,185,1000
65971,113.75,185,1000
66984,113.75,185,1000
66984,114.75,185,1000
67989,114.75,185,1000
67989,115.5,185,1000
69002,115.5,185,1000
69002,116.5,185,1000
70007,116.5,185,1000
70007,117.5,185,1000
71019,117.5,185,1000
71019,118.5,185,1000
72024,118.5,185,1000
72024,119.5,185,1000
73037,119.5,185,1000
73037,120.5,185,1000
74049,120.5,185,1000
74049,121.25,185,1000
75054,121.25,185,1000
75054,122.25,185,1000
76067,122.25,185,1000
76067,123.25,185,1000
77072,123.25,185,1000
77072,124.25,185,1000
78084,124.25,185,1000
78084,125.25,185,1000
79089,125.25,185,1000
79089,126,185,1000
80102,126,185,1000
80102,127,185,1000
81107,127,185,1000
81107,127.75,185,1000
82119,127.75,185,1000
82119,128.75,185,1000
83124,128.75,185,1000
83124,129.75,185,1000
84137,129.75,185,1000
84137,130.5,185,1000
85142,130.5,185,1000
85142,131.5,185,1000
86155,131.5,185,1000
86155,132.25,185,1000
87167,132.25,185,1000
87167,133,185,1000
88172,133,185,1000
88172,134,185,1000
89184,134,185,1000
89184,134.75,185,1000
90189,134.75,185,1000
90189,135.75,185,1000
91202,135.75,185,1000
91202,136.5,185,1000
92207,136.5,185,1000
92207,137.5,185,1000
93219,137.5,185,1000
93219,138.25,185,1000
94224,138.25,185,1000
94224,139,185,1000
95237,139,185,1000
95237,140,185,1000
96242,140,185,1000
96242,140.75,185,1000
97254,140.75,185,1000
97254,141.5,185,1000
98259,141.5,185,1000
98259,142.25,185,1000
99272,142.25,185,1000
99272,143.25,185,1000
100284,143.25,185,1000
100284,144,185,1000
101297,144,185,1000
101297,144.75,185,1000
102302,144.75,185,1000
102302,145.5,185,1000
103307,145.5,185,1000
103307,146.5,185,1000
104319,146.5,185,1000
104319,147.25,185,1000
105332,147.25,185,1000
105332,148,185,1000
106344,148,185,1000
106344,148.75,185,1000
107342,148.75,185,1000
107342,149.25,185,1000
108354,149.25,185,1000
108354,150.25,185,1000
109359,150.25,185,1000
109359,151,185,1000
110372,151,185,1000
110372,151.75,185,1000
111377,151.75,185,1000
111377,152.5,185,1000
112389,152.5,185,1000
112389,153.25,185,1000
113409,153.25,185,1000
113409,154,185,1000
114407,154,185,1000
114407,154.75,185,1000
115419,154.75,185,1000
115419,155.5,185,1000
116425,155.5,185,1000
116425,156,185,1000
117437,156,185,1000
117437,157,185,1000
118442,157,185,1000
118442,157.75,185,1000
119454,157.75,185,1000
119455,158.5,185,1000
120459,158.5,185,1000
120459,159.25,185,1000
121472,159.25,185,1000
121472,159.75,185,1000
122477,159.75,185,1000
122477,160.5,185,1000
123490,160.5,185,1000
123490,161.25,185,1000
124495,161.25,185,1000
124495,162,185,1000
125507,162,185,1000
125507,162.75,185,1000
126520,162.75,185,1000
126520,163.25,185,1000
127525,163.25,185,1000
127525,164,185,1000
128530,164,185,1000
128530,164.75,185,1000
129542,164.75,185,1000
129542,165.5,185,1000
130554,165.5,185,1000
130554,166.25,185,1000
131560,166.25,185,1000
131560,166.75,185,1000
132572,166.75,185,1000
132572,167.5,185,1000
133577,167.5,185,1000
133577,168,185,1000
134590,168,185,1000
134590,168.75,185,1000
135595,168.75,185,1000
135595,169.5,185,1000
136607,169.5,185,1000
136607,170,185,1000
137612,170,185,1000
137612,170.75,185,1000
138625,170.75,185,1000
138625,171.5,185,1000
139630,171.5,185,1000
139630,172,185,1000
140642,172,185,1000
140642,172.75,185,1000
141647,172.75,185,1000
141647,173.25,185,1000
142667,173.25,185,1000
142667,174,185,1000
143665,174,185,1000
143665,174.75,185,1000
144677,174.75,185,1000
144677,175.25,185,1000
145690,175.25,185,1000
145690,175.75,185,1000
146695,175.75,185,1000
146695,176.5,185,1000
147707,176.5,185,1000
147707,177,185,1000
148712,177,185,1000
148712,177.75,185,1000
149725,177.75,185,1000
149725,178.25,185,1000
150730,178.25,185,1000
150730,178.75,185,1000
151742,178.75,185,1000
151742,179.5,185,1000
152747,179.5,185,1000
152747,180,185,1000
153760,180,185,1000
153760,180.75,185,1000
154765,180.75,185,1000
154765,181.25,185,1000
155777,181.25,185,1000
155777,181.75,185,1000
156782,181.75,185,1000
156782,182.5,185,1000
157795,182.5,185,1000
157795,183,185,1000
158800,183,185,1000
158800,183.75,185,1000
159812,183.75,185,1000
159812,184.25,185,1000
160825,184.25,185,1000
160825,184.75,185,1000
161830,184.75,185,1000
161830,185.5,185,1000
162842,185.5,185,1000
162842,186,185,1000
163843,186,185,1000
163843,186.75,185,1000
164853,186.75,200,949
164853,187.25,200,949
165863,187.25,200,1000
165863,187.75,200,1000
166873,187.75,200,1000
166873,188.25,200,1000
167873,188.25,200,1000
167873,188.75,200,1000
168893,188.75,200,1000
168893,189.5,200,1000
169893,189.5,200,1000
169893,190,200,1000
170903,190,200,1000
170903,190.5,200,1000
171913,190.5,200,1000
171913,191,200,1000
172923,191,200,1000
172923,191.75,200,1000
173933,191.75,200,1000
173933,192.25,200,1000
174943,192.25,200,945
174943,192.75,200,945
175953,192.75,200,874
175953,193.5,200,874
176963,193.5,200,827
176963,194,200,827
177963,194,200,780
177963,194.5,200,780
178973,194.5,200,707
178973,195.25,200,707
179993,195.25,200,660
179993,195.75,200,660
180993,195.75,200,612
180993,196.25,200,612
182003,196.25,200,539
182003,196.75,200,539
183023,196.75,200,490
183023,197,200,490
184023,197,200,442
184023,197.5,200,442
185043,197.5,200,393
185043,197.75,200,393
187053,197.75,200,320
187053,198,200,320
188073,198,200,296
188073,198.25,200,296
190093,198.25,200,273
190093,198.5,200,273
191103,198.5,200,249
191103,198.25,200,249
194133,198.25,200,251
194133,198,200,251
195143,198,200,251
195143,197.75,200,251
197163,197.75,200,278
197163,197.5,200,278
198173,197.5,200,304
198173,197.25,200,304
200193,197.25,200,331
200193,197,200,331
201203,197,200,357
201203,196.75,200,357
202203,196.75,200,358
202203,196.5,200,358
203223,196.5,200,384
203223,196.25,200,384
205233,196.25,200,437
205233,196,200,437
206253,196,200,463
206253,195.75,200,463
207263,195.75,200,465
207263,195.5,200,465
210293,195.5,200,545
210293,195.25,200,545
214323,195.25,200,577
214323,195,200,577
217353,195,200,608
217353,195.25,200,608
221393,195.25,200,591
221393,195,200,591
223413,195,200,595
223413,195.75,200,595
224423,195.75,200,622
224423,196.5,200,622
225433,196.5,200,624
225433,196.25,200,624
226443,196.25,200,550
226443,196.5,200,550
228453,196.5,200,503
228453,196.25,200,503
231483,196.25,200,508
231483,196.5,200,508
237543,196.5,200,491
237543,196.75,200,491
241593,196.75,200,472
241593,197,200,472
245623,197,200,452
245623,197.25,200,452
270880,197.25,200,454
270880,197,200,454
271880,197,200,455
271880,197.25,200,455
291060,197.25,200,476
291060,197.5,200,476
302170,197.5,200,462
302170,197.75,200,462
303170,197.75,200,463
303170,197.5,200,463
304196,197.5,200,464
304196,197.75,200,464
306206,197.75,200,466
306206,197.5,200,466
307219,197.5,200,442
307219,197.75,200,442
309236,197.75,200,469
309236,197.5,200,469
310249,197.5,200,445
310249,197.75,200,445
324386,197.75,200,117
324386,197.5,200,117
325391,197.5,200,118
325391,197.25,200,118
326404,197.25,200,119
326404,197,200,119
327409,197,200,133
327409,196.75,200,133
328421,196.75,200,146
328421,196.5,200,146
329434,196.5,200,160
329434,196.25,200,160
330446,196.25,200,174
330446,196,200,174
331451,196,200,188
331451,195.75,200,188
332464,195.75,200,202
332464,195.25,200,202
333476,195.25,200,216
333476,195,200,216
334481,195,200,230
334481,194.75,200,230
335501,194.75,200,257
335501,194.5,200,257
336506,194.5,200,271
336506,194.25,200,271
337511,194.25,200,286
337511,194,200,286
338524,194,200,301
338524,193.75,200,301
339529,193.75,200,316
339529,193.5,200,316
340541,193.5,200,330
340541,193.25,200,330
341554,193.25,200,345
341554,193,200,345
344576,193,200,391
344576,192.75,200,391
345589,192.75,200,394
345589,192.5,200,394
347606,192.5,200,412
347606,192.25,200,412
352654,192.25,200,452
352654,192,200,452
364767,192,200,816
364767,192.25,200,816
365787,192.25,200,819
365787,192.5,200,819
366784,192.5,200,822
366784,192.75,200,822
367797,192.75,200,800
367797,193,200,800
368802,193,200,778
368802,193.25,200,778
369822,193.25,200,756
369822,193.5,200,756
370827,193.5,200,734
370827,194,200,734
371832,194,200,711
371832,194.5,200,711
372844,194.5,200,689
372844,194.75,200,689
373849,194.75,200,641
373849,195,200,641
374862,195,200,594
374862,195.25,200,594
375867,195.25,200,571
375867,195.75,200,571
376879,195.75,200,548
376879,196,200,548
377884,196,200,525
377884,196.25,200,525
378897,196.25,200,476
378897,196.5,200,476
379909,196.5,200,453
379909,196.75,200,453
380914,196.75,200,429
380914,197,200,429
381927,197,200,406
381927,197.25,200,406
383944,197.25,200,358
383944,197.5,200,358
384957,197.5,200,334
384957,197.75,200,334
392022,197.75,200,291
392022,197.5,200,291
395052,197.5,200,319
395052,197.25,200,319
399080,197.25,200,348
399080,197,200,348
460643,197,200,349
